system_id,ads_symbols,HOMO_energy_eV,LUMO_energy_eV,chemical_hardness_eV,chemical_softness,electrophilicity_index,formation_enthalpy_kJmol,entropy_298K_JmolK,characteristic_frequency_cm1,bond_order,has_lone_pair,has_pi_bond,surface_binding_mode
72306,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72307,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72308,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72309,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72310,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72311,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72312,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72313,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72314,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72315,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72317,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72318,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72320,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72321,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72322,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72323,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72325,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72328,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72329,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72330,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72331,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72333,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72335,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72336,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72337,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72338,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72339,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72340,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72342,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72343,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72348,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72349,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72350,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72351,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72352,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72353,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72354,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72355,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72356,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72358,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72359,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72360,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72362,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72364,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72365,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72366,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72367,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72368,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72369,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72370,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72371,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72372,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72373,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72374,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72376,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72377,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72378,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72380,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72381,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72382,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72384,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72385,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72386,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72387,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72388,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72389,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72392,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72394,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72395,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72396,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72397,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72399,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72401,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72402,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72403,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72405,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72406,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72407,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72408,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72409,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72410,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72411,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72412,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72413,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72414,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72415,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72417,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72419,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72420,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72421,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72423,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72424,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72425,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72426,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72430,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72431,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72432,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72433,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72434,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72435,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72436,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72437,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72439,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72440,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72441,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72442,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72443,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72445,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72448,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72449,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72450,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72452,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72453,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72454,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72457,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72458,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72459,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72460,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72461,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72462,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72463,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72466,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72467,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72468,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72469,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72470,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72471,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72475,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72476,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72477,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72478,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72479,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72482,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72487,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72489,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72491,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72492,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72493,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72494,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72495,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72497,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72498,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72499,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72500,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72501,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72504,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72506,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72508,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72509,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72511,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72513,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72514,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72515,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72517,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72518,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72520,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72522,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72523,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72526,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72527,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72528,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72530,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72531,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72534,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72536,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72537,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72538,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72540,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72542,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72543,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72544,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72545,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72546,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72547,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72548,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72549,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72552,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72554,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72557,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72558,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72559,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72561,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72562,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72563,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72565,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72566,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72569,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72571,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72572,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72573,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72574,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72576,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72577,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72582,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72583,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72585,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72586,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72588,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72589,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72590,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72591,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72592,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72593,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72594,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72595,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72597,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72598,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72599,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72600,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72603,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72604,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72605,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72607,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72608,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72613,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72614,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72615,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72616,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72618,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72619,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72620,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72621,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72622,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72624,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72625,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72626,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72627,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72629,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72630,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72631,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72632,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72633,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72635,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72636,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72638,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72640,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72641,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72642,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72644,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72645,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72646,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72648,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72649,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72651,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72652,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72653,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72654,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72656,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72658,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72659,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72660,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72661,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72663,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72664,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72666,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72667,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72668,C,-11.26,-1.26,5.0,0.1,3.94,716.7,158.1,0,0,0,0,2
72670,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72671,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72672,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72673,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72674,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72675,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72676,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72677,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72678,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72679,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72681,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72682,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72688,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72689,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72692,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72693,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72694,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72695,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72696,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72698,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72699,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72701,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72702,H,-13.6,0.0,6.42,0.078,3.19,218.0,114.7,0,0,0,0,2
72703,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72706,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72708,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72709,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72710,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72711,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72713,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72715,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72722,CO,-14.01,-1.11,6.45,0.078,4.45,-110.5,197.7,2143,3,1,1,0
72723,O2,-12.07,-0.45,5.81,0.086,2.68,0.0,205.2,1580,2,1,1,1
72724,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72725,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72726,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72727,O,-13.62,-1.46,6.08,0.082,4.69,249.2,161.1,0,0,1,0,2
72728,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72731,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
72732,HO2,-11.35,-1.08,5.14,0.097,3.76,12.0,229.0,1098,1,1,0,1
72733,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72735,H2O,-12.62,4.0,6.33,0.079,0.74,-241.8,188.8,3657,1,1,0,0
72737,OH,-13.02,-1.83,5.59,0.089,4.94,37.3,183.7,3570,1,1,0,0
72740,N,-14.53,0.07,7.3,0.068,1.43,472.7,153.3,0,0,1,0,2
